Energy (eV),e1,e2
0.972354,7.793226,0
0.969746,7.787733,0
0.967151,7.788541,0
0.964569,7.784125,0
0.962001,7.785708,0
0.959446,7.782498,0
0.956904,7.78428,0
0.954376,7.783032,0
0.95186,7.784325,0
0.949358,7.775279,0
0.946868,7.775002,0
0.944391,7.772894,0
0.941927,7.772333,0
0.939475,7.766406,0
0.937036,7.766157,0
0.934609,7.761319,0
0.932194,7.761056,0
0.929792,7.755065,0
0.927402,7.753341,0
0.925023,7.746306,0
0.922657,7.744167,0
0.920303,7.73716,0
0.91796,7.736351,0
0.915629,7.730042,0
0.91331,7.729915,0
0.911002,7.724497,0
0.908706,7.725916,0
0.906421,7.722328,0
0.904148,7.723791,0
0.901886,7.721559,0
0.899634,7.724597,0
0.897394,7.724769,0
0.895165,7.730233,0
0.892947,7.722713,0.010558
0.89074,7.712908,0.002643
0.888543,7.710067,0
0.886358,7.711903,0
0.884183,7.703729,0
0.882018,7.705248,0
0.879864,7.702869,0
0.87772,7.705884,0
0.875587,7.702884,0.004485
0.873464,7.704638,0.007878
0.871351,7.700887,0.011626
0.869248,7.699809,0.013483
0.867156,7.694698,0.015761
0.865073,7.693514,0.01709
0.863001,7.688146,0.018094
0.860938,7.686653,0.017804
0.858885,7.681686,0.017751
0.856842,7.68134,0.016844
0.854808,7.676953,0.014997
0.852785,7.678145,0.013597
0.85077,7.674747,0.011146
0.848765,7.677163,0.008906
0.84677,7.675343,0.005842
0.844784,7.679895,0.00327
0.842808,7.679715,0
0.84084,7.684432,0
0.838882,7.685742,0
0.836933,7.694268,0.003985
0.834993,7.694407,0.024358
0.833062,7.660734,0.03221
0.83114,7.654901,0.002382
0.829227,7.663934,0
0.827323,7.667218,0
0.825427,7.673208,0
0.823541,7.677235,0.002443
0.821663,7.683016,0.003865
0.819793,7.683686,0.00544
0.817932,7.687269,0.005822
0.81608,7.686892,0.006631
0.814236,7.689075,0.006947
0.812401,7.686453,0.007689
0.810574,7.687836,0.007506
0.808755,7.685326,0.00798
0.806945,7.684836,0.007417
0.805142,7.680303,0.006892
0.803348,7.679636,0.005712
0.801562,7.675309,0.004525
0.799784,7.673868,0.002783
0.798014,7.66835,0
0.796252,7.66755,0
0.794498,7.661911,0
0.792752,7.66152,0
0.791013,7.65683,0
0.789283,7.656254,0
0.78756,7.651881,0
0.785845,7.650306,0
0.784137,7.638239,0
0.782437,7.607109,0
0.780744,7.603831,0
0.779059,7.615072,0
0.777382,7.625294,0
0.775711,7.633868,0.006638
0.774049,7.605569,0.001872
0.772393,7.614847,0
0.770745,7.622998,0
0.769104,7.629047,0
0.76747,7.620716,0
0.765843,7.61116,0
0.764223,7.603943,0
0.762611,7.604249,0
0.761005,7.600325,0
0.759406,7.60276,0
0.757815,7.599374,0
0.75623,7.601035,0
0.754652,7.598084,0
0.753081,7.598329,0
0.751516,7.595584,0
0.749959,7.595586,0
0.748408,7.591664,0
0.746863,7.591891,0
0.745326,7.588489,0
0.743795,7.587688,0
0.74227,7.584586,0
0.740752,7.584331,0
0.73924,7.580856,0
0.737735,7.581108,0
0.736236,7.577456,0.000096
0.734744,7.577829,0.00073
