,Photon Energy (eV),e1,e2,N,n,k
338,1.656411,6.342987417,0.491270599,(2.520413764032313+0.09745832331160248j),2.520413764,0.097458323
339,1.652922,6.33870531,0.490954123,(2.519562979695082+0.09742842853848452j),2.51956298,0.097428429
340,1.649449,6.334518289,0.49067038,(2.5187310065115205+0.09740428394316353j),2.518731007,0.097404284
341,1.64599,6.330424768,0.490418943,(2.517917545507282+0.09738582268888903j),2.517917546,0.097385823
342,1.642546,6.326426852,0.490199626,(2.517123030830757+0.09737299689740321j),2.517123031,0.097372997
343,1.639116,6.32252437,0.490012095,(2.5163474438853366+0.09736574650346083j),2.516347444,0.097365747
344,1.635701,6.318719518,0.489856119,(2.5155912364589628+0.09736401369894791j),2.515591236,0.097364014
345,1.6323,6.315012314,0.489731354,(2.5148544271190922+0.09736773397269938j),2.514854427,0.097367734
346,1.628914,6.311405057,0.489637516,(2.51413748734627+0.0973768376061277j),2.514137487,0.097376838
347,1.625542,6.30789797,0.489574237,(2.513440475916416+0.09739125344171176j),2.513440476,0.097391253
348,1.622184,6.304492464,0.489541165,(2.5127636873533477+0.09741090413319771j),2.512763687,0.097410904
349,1.618841,6.301191016,0.489537918,(2.5121076272105394+0.09743569752573346j),2.512107627,0.097435698
350,1.615511,6.297993243,0.489564081,(2.511472233179354+0.0974655571044059j),2.511472233,0.097465557
351,1.612195,6.294901842,0.489619212,(2.5108580536564395+0.09750037660654136j),2.510858054,0.097500377
352,1.608893,6.29191861,0.489702823,(2.510265458208424+0.09754004719260807j),2.510265458,0.097540047
353,1.605604,6.289044594,0.489814418,(2.509694666922007+0.09758446401179507j),2.509694667,0.097584464
354,1.60233,6.286283561,0.489953345,(2.5091464396959684+0.09763346954337129j),2.50914644,0.09763347
355,1.599069,6.283635968,0.490119047,(2.508620877805956+0.09768695052128833j),2.508620878,0.097686951
356,1.595821,6.281104177,0.490310844,(2.50811846095238+0.09774475391943205j),2.508118461,0.097744754
357,1.592587,6.278691418,0.49052791,(2.507639840022392+0.09780669110241605j),2.50763984,0.097806691
358,1.589366,6.276399538,0.490769471,(2.5071853906156334+0.09787259298309153j),2.507185391,0.097872593
359,1.586158,6.274231332,0.491034602,(2.5067556755071294+0.09794225398279978j),2.506755676,0.097942254
360,1.582963,6.272189751,0.491322284,(2.506351288097865+0.09801544704956895j),2.506351288,0.098015447
361,1.579782,6.270278501,0.491631284,(2.505972968892965+0.09809189678616706j),2.505972969,0.098091897
362,1.576613,6.268499673,0.491960541,(2.5056211388808936+0.09817137419095597j),2.505621139,0.098171374
363,1.573457,6.266857369,0.49230857,(2.5052966150608733+0.09825354953999581j),2.505296615,0.09825355
364,1.570315,6.26535572,0.492673709,(2.505000218355063+0.09833805710317975j),2.505000218,0.098338057
365,1.567184,6.263997234,0.493054602,(2.5047324481284146+0.09842460469738323j),2.504732448,0.098424605
366,1.564067,6.262787366,0.493448993,(2.5044943836246927+0.09851269703022777j),2.504494384,0.098512697
367,1.560962,6.261729654,0.493855025,(2.504286723823731+0.09860193336380166j),2.504286724,0.098601933
368,1.55787,6.260829054,0.494270235,(2.5041104451189247+0.09869178016361602j),2.504110445,0.09869178
369,1.55479,6.260090139,0.494692164,(2.503966446419456+0.09878170780738411j),2.503966446,0.098781708
370,1.551723,6.259518268,0.495117795,(2.503855777944278+0.09887106905959252j),2.503855778,0.098871069
371,1.548668,6.259118643,0.495544069,(2.5037794567823326+0.09895920907760851j),2.503779457,0.098959209
372,1.545625,6.258897013,0.495967435,(2.503738604202437+0.09904537036577707j),2.503738604,0.09904537
373,1.542594,6.25885942,0.496383942,(2.5037343951494457+0.09912871407413941j),2.503734395,0.099128714
374,1.539575,6.259012207,0.496789202,(2.503768059475343+0.09920831130315806j),2.503768059,0.099208311
375,1.536569,6.259361876,0.497178211,(2.5038408519567668+0.09928310947410383j),2.503840852,0.099283109
376,1.533574,6.259915625,0.497545807,(2.503954162726813+0.09935201984156072j),2.503954163,0.09935202
377,1.530591,6.260680657,0.497885836,(2.5041093729154054+0.09941375587236606j),2.504109373,0.099413756
378,1.52762,6.261664577,0.498191603,(2.5043079373865016+0.09946692172482502j),2.504307937,0.099466922
379,1.524661,6.26287531,0.498455674,(2.5045513659682452+0.09950997226625102j),2.504551366,0.099509972
380,1.521713,6.264321627,0.498669852,(2.5048413280160085+0.09954120571884005j),2.504841328,0.099541206
381,1.518777,6.266011707,0.498824857,(2.505179363579281+0.09955871114828267j),2.505179364,0.099558711
382,1.515853,6.267954383,0.498910493,(2.5055671324433124+0.09956039221382602j),2.505567132,0.099560392
383,1.51294,6.270159554,0.498915424,(2.506006493698114+0.0995439208670459j),2.506006494,0.099543921
384,1.510038,6.272636831,0.498826983,(2.5064992352357947+0.0995067096251853j),2.506499235,0.09950671
385,1.507148,6.275395021,0.498631182,(2.507046970343169+0.09944591949086466j),2.50704697,0.099445919
386,1.504269,6.278444869,0.498312393,(2.5076516815451355+0.09935837505512371j),2.507651682,0.099358375
387,1.501401,6.281796381,0.49785328,(2.5083151860459894+0.09924057440377936j),2.508315186,0.099240574
388,1.498544,6.285459523,0.497234614,(2.509039274908771+0.09908864689447969j),2.509039275,0.099088647
389,1.495698,6.289444102,0.496435076,(2.50982568704644+0.09889831756588842j),2.509825687,0.098898318
390,1.492864,6.293758024,0.495431447,(2.510675765264852+0.09866495991663782j),2.510675765,0.09866496
391,1.49004,6.298413314,0.494196903,(2.511591640765469+0.09838321142553295j),2.511591641,0.098383211
392,1.487227,6.303416755,0.492702887,(2.5125743873658473+0.0980474228376631j),2.512574387,0.098047423
393,1.484425,6.308775568,0.490917542,(2.513625140192656+0.0976513032920585j),2.51362514,0.097651303
394,1.481634,6.314495609,0.488805778,(2.5147447399155993+0.09718795107581282j),2.51474474,0.097187951
395,1.478853,6.320583216,0.486328059,(2.5159340932440184+0.09664960234233985j),2.515934093,0.096649602
396,1.476084,6.327035827,0.483443864,(2.5171923404499914+0.09602839163003882j),2.51719234,0.096028392
397,1.473324,6.333859619,0.480103533,(2.518520298312324+0.09531460462541509j),2.518520298,0.095314605
398,1.470575,6.341045519,0.476258506,(2.5199157842992057+0.09449889336378914j),2.519915784,0.094498893
399,1.467837,6.348584644,0.471854005,(2.5213766323849813+0.09357071041610472j),2.521376632,0.09357071
400,1.465109,6.356465821,0.466828926,(2.5229002078351748+0.09251830975282348j),2.522900208,0.09251831
401,1.462391,6.364668994,0.46111898,(2.5244821364709265+0.0913294201850925j),2.524482136,0.09132942
402,1.459684,6.373163357,0.454658079,(2.5261159578599526+0.08999152971759755j),2.526115958,0.08999153
403,1.456987,6.38191536,0.447371695,(2.5277946773447537+0.0884905129289781j),2.527794677,0.088490513
404,1.4543,6.390878067,0.439183799,(2.529508727552973+0.08681207428515043j),2.529508728,0.086812074
405,1.451623,6.399992463,0.430015717,(2.53124623887513+0.08494150232176095j),2.531246239,0.084941502
406,1.448957,6.409182251,0.419791351,(2.5329920671802206+0.08286471890884702j),2.532992067,0.082864719
407,1.4463,6.418365878,0.408423018,(2.534730096054064+0.08056538625589563j),2.534730096,0.080565386
408,1.443653,6.427434007,0.395836458,(2.536438976509754+0.07802995889919723j),2.536438977,0.078029959
409,1.441016,6.436261579,0.381958525,(2.538094444527833+0.07524513631599637j),2.538094445,0.075245136
410,1.438389,6.444702874,0.366723961,(2.5396684026839553+0.07219918166754997j),2.539668403,0.072199182
411,1.435772,6.452590325,0.350079119,(2.5411287132941798+0.06888260260562022j),2.541128713,0.068882603
412,1.433164,6.459736363,0.331978989,(2.542439540989984+0.0652874894537417j),2.542439541,0.065287489
413,1.430566,6.465924727,0.312412421,(2.5435597525134748+0.0614124399581746j),2.543559753,0.06141244
414,1.427978,6.470919958,0.291387769,(2.5444446584253733+0.05725960042360625j),2.544444658,0.0572596
415,1.425399,6.474466322,0.268934959,(2.545045747892592+0.05283499511274303j),2.545045748,0.052834995
416,1.42283,6.476284308,0.245136002,(2.5453100318986186+0.048154448596410694j),2.545310032,0.048154449
417,1.42027,6.476076193,0.220094123,(2.545180871345329+0.04323742280641223j),2.545180871,0.043237423
418,1.41772,6.473521052,0.193973331,(2.544596979077198+0.03811474511120878j),2.544596979,0.038114745
419,1.415179,6.468264356,0.16696021,(2.5434900391927555+0.03282108594323794j),2.543490039,0.032821086
420,1.412647,6.459890112,0.139292187,(2.5417790818637647+0.02740052984672204j),2.541779082,0.02740053
421,1.410125,6.447846875,0.111255127,(2.5393555788355284+0.021906173369600587j),2.539355579,0.021906173
422,1.407612,6.431168313,0.083143029,(2.536027803979578+0.0163923733476337j),2.536027804,0.016392373
423,1.405108,6.406821545,0.055281705,(2.53119355122934+0.01092008653551016j),2.531193551,0.010920087
424,1.402613,6.374667802,0.04304066,(2.5248248358854557+0.008523494213401957j),2.524824836,0.008523494
425,1.400127,6.351351551,0.035701313,(2.520198746119068+0.007083035195189502j),2.520198746,0.007083035
426,1.39765,6.330823503,0.029633531,(2.5161196672798423+0.005888736374918891j),2.516119667,0.005888736
427,1.395182,6.312074581,0.024613681,(2.5123890175756465+0.004898461280323373j),2.512389018,0.004898461
428,1.392723,6.294690923,0.020458023,(2.5089255758543008+0.004077048664333557j),2.508925576,0.004077049
429,1.390273,6.278441067,0.0170155,(2.505684057393697+0.003395380260827707j),2.505684057,0.00339538
430,1.387832,6.2631708,0.014161841,(2.502634373119341+0.002829386822609697j),2.502634373,0.002829387
431,1.385399,6.24875965,0.011793861,(2.499753030748917+0.0023590053018638065j),2.499753031,0.002359005
432,1.382976,6.235127953,0.009829217,(2.4970245947303993+0.001968185814175002j),2.497024595,0.001968186
433,1.380561,6.222188165,0.008196777,(2.494431972313325+0.001643014650384626j),2.494431972,0.001643015
434,1.378154,6.20987569,0.006839566,(2.491962594772368+0.0013723252389157687j),2.491962595,0.001372325
435,1.375756,6.198138997,0.005710945,(2.489606457422265+0.0011469573917948085j),2.489606457,0.001146957
436,1.373367,6.186927853,0.00477179,(2.4873537692717016+0.0009592102081800899j),2.487353769,0.00095921
437,1.370986,6.176193266,0.003989477,(2.485194944065907+0.0008026487594836298j),2.485194944,0.000802649
438,1.368614,6.165900239,0.003337679,(2.4831231727455187+0.0006720728240201956j),2.483123173,0.000672073
439,1.36625,6.156009071,0.002794052,(2.481130667336823+0.0005630602181381411j),2.481130667,0.00056306
440,1.363894,6.146488252,0.002340376,(2.4792112606655943+0.0004720001266914584j),2.479211261,0.000472
441,1.361547,6.137313291,0.001961692,(2.477360177200233+0.0003959238058111j),2.477360177,0.000395924
442,1.359208,6.128454579,0.00164527,(2.475571588391827+0.00033230102579470206j),2.475571588,0.000332301
443,1.356877,6.119889112,0.001380718,(2.473840979192685+0.0002790635291220479j),2.473840979,0.000279064
444,1.354555,6.111599629,0.001159489,(2.472164979133753+0.00023450874838998193j),2.472164979,0.000234509
445,1.35224,6.103560193,0.000974219,(2.4705384496967104+0.0001971674147767993j),2.47053845,0.000197167
446,1.349934,6.095760729,0.000819108,(2.4689594481025376+0.00016588114129135385j),2.468959448,0.000165881
447,1.347636,6.088182282,0.000689107,(2.4674242241348083+0.0001396409019773387j),2.467424224,0.000139641
448,1.345345,6.080807648,0.000580044,(2.465929370806384+0.00011761154350354987j),2.465929371,0.000117612
449,1.343063,6.0736305,0.000488572,(2.4644736779597953+9.912300812241299e-05j),2.464473678,9.91E-05
450,1.340789,6.066635952,0.000411773,(2.4630541932884444+8.358994676201937e-05j),2.463054193,8.36E-05
451,1.338523,6.059813393,0.000347255,(2.4616688238774858+7.053246135659753e-05j),2.461668824,7.05E-05
452,1.336264,6.053150203,0.000293,(2.4603150623715173+5.9545260142348526e-05j),2.460315062,5.95E-05
453,1.334014,6.046643394,0.000247389,(2.4589923538238754+5.0303009693204704e-05j),2.458992354,5.03E-05
454,1.331771,6.04027903,0.000208989,(2.45769791308738+4.251717800835428e-05j),2.457697913,4.25E-05
455,1.329535,6.03404978,0.000176642,(2.456430292347087+3.59549735248727e-05j),2.456430292,3.60E-05
456,1.327308,6.027954319,0.000149402,(2.455189263594767+3.04258578142194e-05j),2.455189264,3.04E-05
457,1.325088,6.021980816,0.00012643,(2.4539724562876586+2.576031965220854e-05j),2.453972456,2.58E-05
458,1.322876,6.016126158,0.000107055,(2.452779272325139+2.1823115590368045e-05j),2.452779272,2.18E-05
459,1.320672,6.010384918,9.07E-05,(2.451608638808708+1.8498637841422635e-05j),2.451608639,1.85E-05
460,1.318475,6.004749518,7.69E-05,(2.450459042430137+1.5688722078938976e-05j),2.450459042,1.57E-05
461,1.316285,5.999215406,6.52E-05,(2.449329583076602+1.3312534287403139e-05j),2.449329583,1.33E-05
462,1.314103,5.99378082,5.53E-05,(2.44821992891522+1.1302940859266925e-05j),2.448219929,1.13E-05
463,1.311928,5.988439276,4.70E-05,(2.4471287821209455+9.601714428417094e-06j),2.447128782,9.60E-06
464,1.309761,5.983189508,3.99E-05,(2.446055908624722+8.161375644276595e-06j),2.446055909,8.16E-06
465,1.307601,5.978025617,3.39E-05,(2.4450001260863443+6.940678722408594e-06j),2.445000126,6.94E-06
466,1.305449,5.972946742,2.89E-05,(2.443961280730251+5.9060879748013295e-06j),2.443961281,5.91E-06
467,1.303304,5.967947478,2.46E-05,(2.442938287844041+5.028341591699326e-06j),2.442938288,5.03E-06
468,1.301166,5.963025013,2.09E-05,(2.441930591277347+4.283299840839494e-06j),2.441930591,4.28E-06
469,1.299035,5.958176702,1.78E-05,(2.440937668558156+3.6505107874351885e-06j),2.440937669,3.65E-06
470,1.296911,5.953400059,1.52E-05,(2.4399590281918386+3.1128094175067187e-06j),2.439959028,3.11E-06
471,1.294795,5.948694954,1.30E-05,(2.438994660522501+2.6559203695251095e-06j),2.438994661,2.66E-06
472,1.292686,5.944056918,1.11E-05,(2.438043666109834+2.2672301612351746e-06j),2.438043666,2.27E-06
473,1.290583,5.939481703,9.44E-06,(2.437105189123077+1.936348418741854e-06j),2.437105189,1.94E-06
474,1.288488,5.934971689,8.06E-06,(2.43617973254185+1.6547670736195732e-06j),2.436179733,1.65E-06
475,1.2864,5.930522825,6.89E-06,(2.435266479201271+1.4147473515770341e-06j),2.435266479,1.41E-06
476,1.284319,5.926133342,5.89E-06,(2.4343650797818555+1.2103926236124196e-06j),2.43436508,1.21E-06
477,1.282244,5.921799485,5.04E-06,(2.43347477581723+1.035818290530608e-06j),2.433474776,1.04E-06
478,1.280177,5.917523837,4.32E-06,(2.43259611057237+8.870885411582718e-07j),2.432596111,8.87E-07
479,1.278116,5.913300747,3.70E-06,(2.4317279343643445+7.598131170262076e-07j),2.431727934,7.60E-07
480,1.276062,5.909130849,3.17E-06,(2.4308703891246086+6.512335951153087e-07j),2.430870389,6.51E-07
481,1.274016,5.905014771,2.72E-06,(2.4300236153262675+5.587438720241986e-07j),2.430023615,5.59E-07
482,1.271975,5.900945195,2.33E-06,(2.429186117730757+4.791598078850963e-07j),2.429186118,4.79E-07
483,1.269942,5.896926876,2.00E-06,(2.428358885422318+4.11336831505366e-07j),2.428358885,4.11E-07
484,1.267915,5.892954667,1.72E-06,(2.4275408682924016+3.5325496170311264e-07j),2.427540868,3.53E-07
485,1.265895,5.889029408,1.47E-06,(2.4267322489512804+3.03925246810483e-07j),2.426732249,3.04E-07
486,1.263882,5.885150004,1.27E-06,(2.4259328111615006+2.6151431761360534e-07j),2.425932811,2.62E-07
487,1.261875,5.881313503,1.09E-06,(2.425141955322676+2.240135726090209e-07j),2.425141955,2.24E-07
488,1.259875,5.877520835,9.37E-07,(2.42435988146436+1.9428737179048804e-07j),2.424359881,1.94E-07
489,1.257881,5.873769159,8.07E-07,(2.4235860123872826+1.6726511955740786e-07j),2.423586012,1.67E-07
490,1.255894,5.870059454,6.95E-07,(2.42282055752803+1.4292691717483756e-07j),2.422820558,1.43E-07
491,1.253913,5.866388982,5.99E-07,(2.42206295998243+1.228781230931777e-07j),2.42206296,1.23E-07
492,1.251939,5.862758761,5.16E-07,(2.4213134371968814+1.0536712127723508e-07j),2.421313437,1.05E-07
493,1.249971,5.859166148,4.45E-07,(2.4205714507293736+9.18569267238524e-08j),2.420571451,9.19E-08
494,1.248009,5.855610389,3.84E-07,(2.4198368517185154+8.161702118890973e-08j),2.419836852,8.16E-08
495,1.246054,5.85209255,3.32E-07,(2.4191098673605995+6.664001874625056e-08j),2.419109867,6.66E-08
496,1.244105,5.848610114,2.86E-07,(2.4183899838838223+5.960464477539063e-08j),2.418389984,5.96E-08
497,1.242163,5.845164174,2.47E-07,(2.417677433837326+5.1619136559035694e-08j),2.417677434,5.16E-08
498,1.240227,5.841752287,2.14E-07,(2.4169717182703523+4.2146848510894035e-08j),2.416971718,4.21E-08
499,1.223788,5.813668072,6.21E-08,(2.4111549248295936+2.1073424255447017e-08j),2.411154925,2.11E-08
500,1.219735,5.806972709,4.58E-08,(2.4097661108508768+0j),2.409766111,0
501,1.215708,5.800404075,3.38E-08,(2.408402805726454+0j),2.408402806,0
502,1.211706,5.793956402,2.50E-08,(2.407063855037806+0j),2.407063855,0
503,1.207729,5.787625833,1.86E-08,(2.405748497511636+0j),2.405748498,0
504,1.203776,5.78140717,1.38E-08,(2.404455690906454+0j),2.404455691,0
505,1.199848,5.775298582,1.03E-08,(2.403185091082483+0j),2.403185091,0
506,1.195944,5.769295301,7.65E-09,(2.4019357402952+0j),2.40193574,0
507,1.192064,5.763394308,5.72E-09,(2.4007070434019466+0j),2.400707043,0
508,1.188208,5.757592746,4.28E-09,(2.3994984364004237+0j),2.399498436,0
509,1.184376,5.751887902,3.21E-09,(2.3983093840888245+0j),2.398309384,0
510,1.180567,5.746275731,2.41E-09,(2.3971390721944066+0j),2.397139072,0
511,1.176781,5.740753827,1.81E-09,(2.3959870257069698+0j),2.395987026,0
512,1.173018,5.735319896,1.36E-09,(2.394852792143463+0j),2.394852792,0
513,1.169278,5.72997175,1.03E-09,(2.3937359400002505+0j),2.39373594,0
514,1.165561,5.724707303,7.79E-10,(2.3926360573409307+0j),2.392636057,0
515,1.161866,5.719523162,5.90E-10,(2.3915524585450005+0j),2.391552459,0
516,1.158193,5.714417458,4.48E-10,(2.3904847746739613+0j),2.390484775,0
517,1.154542,5.7093884,3.40E-10,(2.3894326524121294+0j),2.389432652,0
518,1.150914,5.704435633,2.59E-10,(2.3883960376197613+0j),2.388396038,0
519,1.147306,5.699553431,1.97E-10,(2.387373751834738+0j),2.387373752,0
520,1.143721,5.694744293,1.51E-10,(2.3863663366649517+0j),2.386366337,0
521,1.140156,5.690002692,1.15E-10,(2.3853726525902346+0j),2.385372653,0
522,1.136613,5.685329861,8.83E-11,(2.3843929753289994+0j),2.384392975,0
523,1.13309,5.680721788,6.78E-11,(2.3834264805854852+0j),2.383426481,0
524,1.129589,5.676179767,5.21E-11,(2.38247345577908+0j),2.382473456,0
525,1.126108,5.671699928,4.01E-11,(2.3815331045763566+0j),2.381533105,0
526,1.122647,5.667281071,3.09E-11,(2.3806051901104737+0j),2.38060519,0
527,1.119207,5.662923301,2.39E-11,(2.3796897488345388+0j),2.379689749,0
528,1.115787,5.658624217,1.84E-11,(2.378786290840466+0j),2.378786291,0
529,1.112386,5.654381499,1.43E-11,(2.3778943413799505+0j),2.377894341,0
530,1.109006,5.650196595,1.11E-11,(2.3770142185110146+0j),2.377014219,0
531,1.105645,5.646066019,8.60E-12,(2.376145201598564+0j),2.376145202,0
532,1.102303,5.641988819,6.69E-12,(2.375287102540981+0j),2.375287103,0
533,1.098981,5.637965281,5.21E-12,(2.374439993195739+0j),2.374439993,0
534,1.095678,5.633993287,4.07E-12,(2.3736034392960077+0j),2.373603439,0
535,1.092394,5.630071971,3.18E-12,(2.3727772695290024+0j),2.37277727,0
536,1.089128,5.626199311,2.48E-12,(2.371961068558256+0j),2.371961069,0
537,1.085881,5.622375689,1.95E-12,(2.371154927295351+0j),2.371154927,0
538,1.082653,5.618600314,1.53E-12,(2.3703586888635444+0j),2.370358689,0
539,1.079443,5.614871257,1.20E-12,(2.369571956507424+0j),2.369571957,0
540,1.076252,5.611188944,9.43E-13,(2.3687948294011414+0j),2.368794829,0
541,1.073078,5.607550361,7.43E-13,(2.3680266808032155+0j),2.368026681,0
542,1.069922,5.60395598,5.86E-13,(2.367267619075181+0j),2.367267619,0
543,1.066784,5.600405134,4.63E-13,(2.3665175118644357+0j),2.366517512,0
544,1.063664,5.596897172,3.66E-13,(2.3657762302682506+0j),2.36577623,0
545,1.060561,5.593430347,2.90E-13,(2.365043413239831+0j),2.365043413,0
546,1.057476,5.590005169,2.30E-13,(2.364319176617608+0j),2.364319177,0
547,1.054408,5.586619937,1.82E-13,(2.3636031682993988+0j),2.363603168,0
548,1.051357,5.583274085,1.45E-13,(2.362895275874754+0j),2.362895276,0
549,1.048322,5.579965972,1.15E-13,(2.362195159630332+0j),2.36219516,0
550,1.045305,5.57669724,9.20E-14,(2.3615031738294774+0j),2.361503174,0
551,1.042304,5.573465195,7.34E-14,(2.360818755147059+0j),2.360818755,0
552,1.03932,5.570270408,5.87E-14,(2.3601420314150086+0j),2.360142031,0
553,1.036353,5.567112379,4.69E-14,(2.3594729027950954+0j),2.359472903,0
554,1.033401,5.563988505,3.76E-14,(2.3588108243833967+0j),2.358810824,0
555,1.030466,5.560900442,3.01E-14,(2.3581561529887236+0j),2.358156153,0
556,1.027547,5.557846676,2.42E-14,(2.3575085739848984+0j),2.357508574,0
557,1.024644,5.554826767,1.95E-14,(2.356867999588119+0j),2.356868,0
558,1.021756,5.551839252,1.57E-14,(2.356234124990593+0j),2.356234125,0
559,1.018885,5.548885776,1.26E-14,(2.3556073050640705+0j),2.355607305,0
560,1.016029,5.545963868,1.02E-14,(2.354987020794879+0j),2.354987021,0
561,1.013188,5.543073141,8.22E-15,(2.354373194919922+0j),2.354373195,0
562,1.010363,5.540214223,6.65E-15,(2.3537659661353745+0j),2.353765966,0
563,1.007552,5.537384719,5.38E-15,(2.353164830371687+0j),2.35316483,0
564,1.004757,5.534586276,4.36E-15,(2.352570142643513+0j),2.352570143,0
565,1.001977,5.531817528,3.54E-15,(2.3519816173028114+0j),2.351981617,0
566,0.999212,5.529078125,2.87E-15,(2.351399184479648+0j),2.351399184,0
567,0.996462,5.526367722,2.34E-15,(2.3508227756450255+0j),2.350822776,0
568,0.993726,5.523685006,1.90E-15,(2.350252115507836+0j),2.350252116,0
569,0.991005,5.521030634,1.55E-15,(2.349687348189042+0j),2.349687348,0
570,0.988298,5.518403313,1.26E-15,(2.3491282028607823+0j),2.349128203,0
571,0.985605,5.515802741,1.03E-15,(2.348574618903334+0j),2.348574619,0
572,0.982927,5.513229576,8.45E-16,(2.348026740886647+0j),2.348026741,0
573,0.980263,5.510682559,6.91E-16,(2.347484304321409+0j),2.347484304,0
574,0.977613,5.508161403,5.66E-16,(2.3469472518075833+0j),2.346947252,0
575,0.974977,5.505665825,4.64E-16,(2.3464155269499103+0j),2.346415527,0
576,0.972354,5.503194609,3.81E-16,(2.345888874012487+0j),2.345888874,0
577,0.969746,5.500749367,3.13E-16,(2.3453676400869674+0j),2.34536764,0
578,0.967151,5.498327956,2.58E-16,(2.344851371896539+0j),2.344851372,0
579,0.964569,5.495930127,2.12E-16,(2.3443400195013515+0j),2.34434002,0
580,0.962001,5.493556556,1.75E-16,(2.343833730493093+0j),2.34383373,0
581,0.959446,5.491206072,1.44E-16,(2.343332258090421+0j),2.343332258,0
582,0.956904,5.488878437,1.19E-16,(2.342835554787082+0j),2.342835555,0
583,0.954376,5.486574327,9.87E-17,(2.342343767946325+0j),2.342343768,0
584,0.95186,5.484291691,8.16E-17,(2.341856462504703+0j),2.341856463,0
585,0.949358,5.482032117,6.76E-17,(2.341373980572824+0j),2.341373981,0
586,0.946868,5.479793577,5.61E-17,(2.3408958919173566+0j),2.340895892,0
587,0.944391,5.477576757,4.66E-17,(2.34042234592519+0j),2.340422346,0
588,0.941927,5.475381443,3.87E-17,(2.3399532994013748+0j),2.339953299,0
589,0.939475,5.473206538,3.22E-17,(2.339488520663474+0j),2.339488521,0
590,0.937036,5.471052727,2.68E-17,(2.33902815856592+0j),2.339028159,0
591,0.934609,5.468918926,2.23E-17,(2.3385719842645054+0j),2.338571984,0
592,0.932194,5.466804945,1.86E-17,(2.3381199594381674+0j),2.338119959,0
593,0.929792,5.464711466,1.55E-17,(2.3376722323348877+0j),2.337672232,0
594,0.927402,5.462637427,1.30E-17,(2.3372285781953672+0j),2.337228578,0
595,0.925023,5.460581783,1.08E-17,(2.3367887758673063+0j),2.336788776,0
596,0.922657,5.458546083,9.08E-18,(2.3363531589412023+0j),2.336353159,0
597,0.920303,5.456529285,7.61E-18,(2.3359215065412844+0j),2.335921507,0
598,0.91796,5.454530362,6.38E-18,(2.3354936012753327+0j),2.335493601,0
599,0.915629,5.452550001,5.35E-18,(2.335069592225259+0j),2.335069592,0
600,0.91331,5.450588032,4.50E-18,(2.3346494452126194+0j),2.334649445,0
601,0.911002,5.448643448,3.78E-18,(2.3342329464278633+0j),2.334232946,0
602,0.908706,5.446716932,3.18E-18,(2.3338202441412097+0j),2.333820244,0
603,0.906421,5.444807487,2.68E-18,(2.333411126844235+0j),2.333411127,0
604,0.904148,5.442915793,2.26E-18,(2.3330057422495667+0j),2.333005742,0
605,0.901886,5.441040866,1.90E-18,(2.332603881089251+0j),2.332603881,0
606,0.899634,5.439181735,1.61E-18,(2.3322053372457883+0j),2.332205337,0
607,0.897394,5.437339907,1.36E-18,(2.331810435556786+0j),2.331810436,0
608,0.895165,5.435514414,1.15E-18,(2.33141896997919+0j),2.33141897,0
609,0.892947,5.433705113,9.72E-19,(2.3310309121510455+0j),2.331030912,0
610,0.89074,5.431911868,8.24E-19,(2.3306462340707967+0j),2.330646234,0
611,0.888543,5.430133734,6.98E-19,(2.330264734770154+0j),2.330264735,0
612,0.886358,5.428372194,5.92E-19,(2.3298867342345746+0j),2.329886734,0
613,0.884183,5.426625504,5.03E-19,(2.3295118594971225+0j),2.329511859,0
614,0.882018,5.424893539,4.27E-19,(2.329140085833892+0j),2.329140086,0
615,0.879864,5.423176977,3.63E-19,(2.328771559592463+0j),2.32877156,0
616,0.87772,5.421474895,3.09E-19,(2.328406084615335+0j),2.328406085,0
617,0.875587,5.419787965,2.64E-19,(2.3280438066034943+0j),2.328043807,0
618,0.873464,5.418115277,2.25E-19,(2.3276845312432615+0j),2.327684531,0
619,0.871351,5.416456715,1.92E-19,(2.3273282352723244+0j),2.327328235,0
620,0.869248,5.414812165,1.64E-19,(2.3269748956997574+0j),2.326974896,0
621,0.867156,5.413182294,1.40E-19,(2.3266246569216813+0j),2.326624657,0
622,0.865073,5.411565433,1.20E-19,(2.3262771616449327+0j),2.326277162,0
623,0.863001,5.409963024,1.02E-19,(2.3259327213253957+0j),2.325932721,0
624,0.860938,5.408373413,8.76E-20,(2.3255909815470974+0j),2.325590982,0
625,0.858885,5.406797269,7.50E-20,(2.325252087139921+0j),2.325252087,0
626,0.856842,5.405234484,6.44E-20,(2.3249160166507856+0j),2.324916017,0
627,0.854808,5.403684196,5.52E-20,(2.3245825852233+0j),2.324582585,0
628,0.852785,5.402147823,4.74E-20,(2.3242520997385325+0j),2.3242521,0
629,0.85077,5.400622991,4.08E-20,(2.3239240501962035+0j),2.32392405,0
630,0.848765,5.39911112,3.51E-20,(2.323598743353467+0j),2.323598743,0
631,0.84677,5.397612111,3.02E-20,(2.323276158904157+0j),2.323276159,0
632,0.844784,5.396125116,2.60E-20,(2.322956115889267+0j),2.322956116,0
633,0.842808,5.394650793,2.24E-20,(2.3226387564062367+0j),2.322638756,0
634,0.84084,5.393187559,1.93E-20,(2.3223237411975117+0j),2.322323741,0
635,0.838882,5.391736814,1.67E-20,(2.322011372550932+0j),2.322011373,0
636,0.836933,5.390297727,1.44E-20,(2.321701472470302+0j),2.321701472,0
